,CASE#,CHRG_DESC,PREM_DESC,ADDRESS,DATE,TIME,DOW,DIST,CASE_NUM,DIST`,CASE_NU,CASE_#
379,19048050.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,898 WHALLEY AVE,20191129,1859,FRI,2.0,,,,
380,19047707.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,911 WHALLEY AVE,20191126,1851,TUE,2.0,,,,
381,19047800.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,7 EDGAR ST,20191127,1531,WED,3.0,,,,
382,19048070.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,200 SARGENT DR,20191129,1842,FRI,3.0,,,,
383,19048082.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,ROSETTE ST & HOWARD AVE,20191129,2023,FRI,3.0,,,,
384,19047583.0,BURGLARY-BREAKING & ENTER,RNEGSIDENCE/HOME,73 EDGEWOOD AVE,20191125,2330,MON,4.0,,,,
385,19048311.0,MOTOR VEHICLE THEFT (NH ST,ASTLR) EET/HIGHWAY/ALLEYWAY,100 PARK ST,20191201,2212,SUN,4.0,,,,
386,19047725.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,55 COLLEGE ST,20191126,2159,TUE,5.0,,,,
387,19047898.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,21 NASH ST,20191128,1720,THU,7.0,,,,
388,19047469.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,437 WHITNEY AVE,20191125,1016,MON,7.0,,,,
389,19047483.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,55 CLARK ST,20191125,1124,MON,7.0,,,,
390,19048144.0,BURGLARY-BREAKING & ENTERI,RGESIDENCE/HOME,"274 LOMBARD ST, FL01",20191130,1103,SAT,8.0,,,,
391,19048127.0,MOTOR VEHICLE THEFT (NH STE,LPA) RKING LOT / GARAGE,1175 STATE ST,20191130,728,SAT,8.0,,,,
392,19047854.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,GRAND AVE & E PEARL ST,20191128,35,THU,8.0,,,,
393,19047572.0,ROBBERY WITH A FIREARM,GROCERY/SUPERMARKET,267 GRAND AVE,20191125,2305,MON,8.0,,,,
394,19047858.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,"195 JAMES ST, FL02",20191128,120,THU,8.0,,,,
395,19047529.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,"39 FAIRMONT AVE, A",20191125,1400,MON,9.0,,,,
396,19047619.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,451 FOXON BLVD,20191126,940,TUE,9.0,,,,
397,19047654.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,339 EASTERN ST,20191126,1340,TUE,9.0,,,,
398,19047832.0,BURGLARY-BREAKING & ENTERING,STREET/HIGHWAY/ALLEYWAY,"92 CARMEL ST, FL02",20191127,2012,WED,10.0,,,,
399,19047867.0,BURGLARY-BREAKING & ENTERING,DRUG STORE/DR`S OFFICE/HOSPI,3A99 WHALLEY AVE,20191128,643,THU,10.0,,,,
400,19048125.0,BURGLARY-BREAKING & ENTERING,DRUG STORE/DR`S OFFICE/HOSPI,3A99 WHALLEY AVE,20191130,905,SAT,10.0,,,,
401,19047574.0,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,ELLSWORTH AVE & MORE,A2N01D9 1R1D25,2255,MON,10.0,,,,
402,19047776.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,125 WHALLEY AVE,20191127,1156,WED,10.0,,,,
403,19047669.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,196 ELLSWORTH AVE,20191126,1549,TUE,10.0,,,,
404,19048090.0,MOTOR VEHICLE THEFT (NH STEAL),SERVICE/GAS STATION,775 WHALLEY AVE,20191129,2142,FRI,10.0,,,,
405,19048298.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,459 WINTHROP AVE,20191201,1830,SUN,10.0,,,,
406,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"38 CROWN ST, APT102",20190820,1233,TUE,1.0,19033095.0,,,
407,,BURGLARY-BREAKING & ENTERING,COMMERCIAL/OFFICE BLDG,129 CHURCH ST,20190823,1049,FRI,1.0,19033617.0,,,
408,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,69 WHITNEY AVE,20190825,1025,SUN,1.0,19033946.0,,,
409,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,32 HIGH ST,20190825,1201,SUN,1.0,19033966.0,,,
410,,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,"43 CHESTNUT ST, 205",20190822,710,THU,1.0,19033359.0,,,
411,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"40 AUSTIN ST, 204",20190825,214,SUN,2.0,19033695.0,,,
412,,BURGLARY-BREAKING & ENTERING,SPECIALITY STORE,61 AMITY RD,20190824,1330,SAT,2.0,19033809.0,,,
413,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,81 BARNETT ST,20190821,1452,WED,2.0,19033241.0,,,
414,,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,SALEM ST & CARLISLE ST,20190819,1955,MON,3.0,19033000.0,,,
415,,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,421 GREENWICH AVE,20190819,137,MON,3.0,19032898.0,,,
416,,ASSAULT WITH A FIREARM,RESIDENCE/HOME,114 HURLBURT ST,20190822,111,THU,3.0,19033349.0,,,
417,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"246 COLUMBUS AVE, FL01",20190822,1443,THU,3.0,19033375.0,,,
418,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,591 ELM ST,20190823,1035,FRI,4.0,19033611.0,,,
419,,FIREARM DISCHARGE (WEAPON LAW VIO,ASTIROENE)T/HIGHWAY/ALLEYWAY,46 PLATT ST,20190825,2103,SUN,4.0,19034042.0,,,
420,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,365 CROWN ST,20190823,123,FRI,4.0,19033580.0,,,
421,,LARCENY-FROM VEHICLE,RESIDENCE/HOME,30 HOTCHKISS ST,20190822,2215,THU,4.0,19033571.0,,,
422,,MOTOR VEHICLE THEFT (NH STEAL),SPECIALITY STORE,408 CROWN ST,20190820,813,TUE,4.0,19033041.0,,,
423,,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,54 ANN ST,20190819,759,MON,5.0,19032909.0,,,
424,,FIREARM DISCHARGE (WEAPON LAW VIO,ASTIROENE)T/HIGHWAY/ALLEYWAY,DAVENPORT AVE & KOSSUTH,S2T0190825,1409,SUN,5.0,19033978.0,,,
425,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,168 DAVENPORT AVE,20190822,1419,THU,5.0,19033405.0,,,
426,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,1 PARK ST,20190824,1140,SAT,5.0,19033798.0,,,
427,,MOTOR VEHICLE THEFT (NH STEAL),DRUG STORE/DR`S OFFICE/HOSPI,1A PARK ST,20190821,754,WED,5.0,19033187.0,,,
428,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,297 ASHMUN ST,20190824,0,SAT,6.0,19033976.0,,,
429,,AGGRAVATED ASSAULT,RESIDENCE/HOME,"883 ORANGE ST, FL02",20190823,104,FRI,7.0,19033581.0,,,
430,,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,HUNTINGTON ST & SHEPARD,T20190825,255,SUN,7.0,19033900.0,,,
431,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,"14 LILAC ST, UNIT4",20190823,1032,FRI,7.0,19033622.0,,,
432,,FIREARM DISCHARGE (WEAPON LAW VIO,ASTIROENE)T/HIGHWAY/ALLEYWAY,431 SHELTON AVE,20190824,159,SAT,7.0,19033747.0,,,
433,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,26 RIDGE ST,20190821,1201,WED,7.0,19033224.0,,,
434,,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,723 WHITNEY AVE,20190821,1704,WED,7.0,19033281.0,,,
435,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,603 ORANGE ST,20190821,1926,WED,7.0,19033307.0,,,
436,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,117 NICOLL ST,20190823,1737,FRI,7.0,19033699.0,,,
437,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,350 WHITNEY AVE,20190825,718,SUN,7.0,19033933.0,,,
438,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,3 LYMAN ST,20190822,1448,THU,7.0,19033406.0,,,
439,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,104 SHELDON TER,20190819,1354,MON,7.0,19032952.0,,,
440,,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,LLOYD ST & EXCHANGE ST,20190821,1242,WED,8.0,19033239.0,,,
441,,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,64 FRONT ST,20190820,1424,TUE,8.0,19033124.0,,,
442,,FIREARM DISCHARGE (WEAPON LAW VIO,ASTIROENE)T/HIGHWAY/ALLEYWAY,167 GRAFTON ST,20190820,37,TUE,8.0,19033024.0,,,
443,,FIREARM DISCHARGE (WEAPON LAW VIO,ASTIROENE)T/HIGHWAY/ALLEYWAY,604 FERRY STREET,20190824,2354,SAT,8.0,19033911.0,,,
444,,FIREARM DISCHARGE (WEAPON LAW VIO,ASTIROENE)T/HIGHWAY/ALLEYWAY,215 CHATHAM ST,20190824,2208,SAT,8.0,19033890.0,,,
445,,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,220 PECK ST,20190820,715,TUE,8.0,19033034.0,,,
446,,ROBBERY,STREET/HIGHWAY/ALLEYWAY,WOLCOTT ST & POPLAR ST,20190823,1724,FRI,8.0,19033681.0,,,
447,,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,268 PECK ST,20190821,2242,WED,8.0,19033331.0,,,
448,,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,206 CLINTON AVE,20190821,2309,WED,8.0,19033335.0,,,
449,,ROBBERY WITH A FIREARM,RESIDENCE/HOME,31 SALTONSTALL AVE,20190823,338,FRI,8.0,19033586.0,,,
450,,ROBBERY WITH A FIREARM,RESIDENCE/HOME,"262 JAMES ST, FL01",20190823,523,FRI,8.0,19033587.0,,,
451,,ROBBERY WITH A FIREARM,CONVENIENCE STORE,284 CLINTON AVE,20190824,2012,SAT,8.0,19033863.0,,,
452,,AGGRAVATED ASSAULT,RESIDENCE/HOME,351 CONCORD,20190822,1007,THU,9.0,19033381.0,,,
453,,FIREARM DISCHARGE (WEAPON LAW VIO,ASTIROENE)T/HIGHWAY/ALLEYWAY,332 QUINNIPIAC AVE,20190819,2233,MON,9.0,19033013.0,,,
454,,INTIMIDATION WITH A WEAPON,OTHER/UNKNOWN,"181 CLIFTON ST, FL03",20190819,1857,MON,9.0,19032999.0,,,
455,,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,631 MIDDLETOWN AVE,20190824,240,SAT,9.0,19033761.0,,,
456,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,3 MOUNTAIN RIDGE,20190822,1539,THU,9.0,19033499.0,,,
457,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,486 QUINNIPIAC AVE,20190819,2353,MON,9.0,19033025.0,,,
458,,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,56 MAIN ST ANX,20190821,1010,WED,9.0,19033208.0,,,
459,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,517 ELLSWORTH AVE,20190820,723,TUE,10.0,19033037.0,,,
460,,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,1886 ELLA T GRASSO BLVD,20190821,831,WED,10.0,19033185.0,,,
461,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,40 ROYDON RD,20190819,1551,MON,10.0,19032960.0,,,
462,,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,394 ELLSWORTH AVE,20190821,1635,WED,10.0,19033263.0,,,
463,,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,WHALLEY AVE & NORTON ST,20190822,1707,THU,10.0,19033004.0,,,
464,20013227.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,604 CHAPEL ST,20200318,828,WED,1.0,,,,
465,20013123.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,119 HURLBURT ST,20200316,2204,MON,3.0,,,,
466,20013035.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,157 HOWARD AVE,20200316,840,MON,3.0,,,,
467,20013563.0,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,20 YORK ST,20200321,1948,SAT,5.0,,,,
468,20013656.0,FORCIBLE RAPE,RESIDENCE/HOME,20 YORK ST,20200322,1757,SUN,5.0,,,,
469,20013401.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,22 GOLD ST,20200320,913,FRI,5.0,,,,
470,20013021.0,FIREARM DISCHARGE (WEAPON LAW,SIOTLRAETEITO/HNI)GHWAY/ALL,Y18W4 ADYIXWELL AVE,20200316,22,MON,6.0,,,,
471,20013299.0,ROBBERY,STREET/HIGHWAY/ALL,"Y17W1 ACYOUNTY ST, IFO",20200318,2345,WED,6.0,,,,
472,20013289.0,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,43 SHEPARD ST,20200318,2056,WED,7.0,,,,
473,20013487.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,548 ORANGE ST,20200321,503,SAT,7.0,,,,
474,20013538.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,45 NASH ST,20200321,1844,SAT,7.0,,,,
475,20013346.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,275 WINCHESTER AVE,20200319,1634,THU,7.0,,,,
476,20013456.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,734 DIXWELL AVE,20200320,2026,FRI,7.0,,,,
477,20013216.0,BURGLARY-BREAKING & ENTERI,RGESIDENCE/HOME,"464 FERRY ST, FL01",20200318,617,WED,8.0,,,,
478,20013381.0,BURGLARY-BREAKING & ENTERI,RGESIDENCE/HOME,"169 CHAPEL ST, FL01",20200319,2334,THU,8.0,,,,
479,20013079.0,BURGLARY-BREAKING & ENTERI,RGESTAURANT,111 GRAND AVE,20200316,1558,MON,8.0,,,,
480,20013277.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,174 EXCHANGE ST,20200318,1808,WED,8.0,,,,
481,20013598.0,MOTOR VEHICLE THEFT (NH STE,LST) REET/HIGHWAY/ALLEYWAY,265 GRAND AVE,20200322,741,SUN,8.0,,,,
482,20013141.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,"480 FERRY ST, UNIT208",20200317,813,TUE,8.0,,,,
483,20013250.0,AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,12 BOUCHET LN,20200318,1602,WED,9.0,,,,
484,20013625.0,FIREARM DISCHARGE (WEAPON LAW,PVAIORLKAINTGIO LNO)T / GARAGE,FAIRMONT AVE & FARREN AV,20200322,1511,SUN,9.0,,,,
485,20013031.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,75 LAURA ST,20200316,737,MON,9.0,,,,
486,20013390.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,"241 QUINNIPIAC AVE, APT29",20200320,335,FRI,9.0,,,,
487,20013658.0,MOTOR VEHICLE THEFT (NH STEAL),SERVICE/GAS STATION,1260 QUINNIPIAC AVE,20200322,2103,SUN,9.0,,,,
488,20013121.0,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,120 GOFFE ST,20200316,2151,MON,10.0,,,,
489,20013231.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,262 SHERMAN AVE,20200318,1002,WED,10.0,,,,
490,20013451.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,696 ELM ST,20200320,1919,FRI,10.0,,,,
491,20013024.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,FITCH ST & WHALLEY AVE,20200316,110,MON,10.0,,,,
492,20013473.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,"101 WHALLEY AVE, FL02",20200320,2228,FRI,10.0,,,,
493,20013024.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,FITCH ST & WHALLEY AVE,20200316,110,MON,10.0,,,,
494,20013126.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,46 BROWNELL ST,20200317,14,TUE,10.0,,,,
495,20013624.0,ROBBERY,RESTAURANT,504 WHALLEY AVE,20200322,1413,SUN,10.0,,,,
496,20013827.0,BURGLARY-BREAKING & ENT,RREISNTGAURANT,39 ELM ST,20200325,728,WED,1.0,,,,
497,20014042.0,BURGLARY-BREAKING & ENT,GROINVGERNMENT/PUBLIC BUILDING,677 STATE ST,20200327,1736,FRI,1.0,,,,
498,20013870.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,157 CHURCH ST,20200325,1806,WED,1.0,,,,
499,20014171.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,269 GREENE ST,20200329,1005,SUN,1.0,,,,
500,20013727.0,AGGRAVATED ASSAULT,RESIDENCE/HOME,77 FOWLER ST,20200323,2033,MON,2.0,,,,
501,20013740.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,220 ALSTON AVE,20200324,950,TUE,2.0,,,,
502,20013983.0,BURGLARY-BREAKING & ENTERING,CONVENIENCE STORE,1296 WHALLEY AVE,20200327,39,FRI,2.0,,,,
503,20014091.0,BURGLARY-BREAKING & ENTERING,SPECIALITY STORE,1296 WHALLEY AVE,20200328,725,SAT,2.0,,,,
504,20013935.0,LARCENY-FROM VEHICLE,RESIDENCE/HOME,225 HEMLOCK RD,20200326,1452,THU,2.0,,,,
505,20013824.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,37 EARL ST,20200325,549,WED,2.0,,,,
506,20013908.0,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,14 BEVERLY RD,20200326,716,THU,2.0,,,,
507,20014082.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,HARPER AVE & VALLEY ST,20200328,157,SAT,2.0,,,,
508,20013786.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,111 S GENESEE ST,20200324,1841,TUE,2.0,,,,
509,20014079.0,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,216 GREENWICH AVE,20200328,40,SAT,3.0,,,,
510,20014176.0,FIREARM DISCHARGE (WEAPON LAW VIOLATIO,S)TREET/HIGHWAY/ALLEYWAY,HOWARD AVE & 4TH ST,20200329,1452,SUN,3.0,,,,
511,20014094.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"200 HARBOUR CLOSE, 204",20200328,742,SAT,3.0,,,,
512,20014153.0,ASSAULT WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,BEERS ST & CHAPEL ST,20200328,2152,SAT,4.0,,,,
513,20013997.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,"1 UNIVERSITY PL, 1A",20200327,1019,FRI,4.0,,,,
514,20013713.0,MOTOR VEHICLE THEFT (NH ST,ASTLR) EET/HIGHWAY/ALLEYWAY,214 EDGEWOOD AVE,20200323,1704,MON,4.0,,,,
515,20013691.0,MOTOR VEHICLE THEFT (NH ST,ARLE)SIDENCE/HOME,115 EDGEWOOD AVE,20200323,1024,MON,4.0,,,,
516,20013739.0,MOTOR VEHICLE THEFT (NH ST,APAL)RKING LOT / GARAGE,9 SHERMAN CT,20200324,828,TUE,4.0,,,,
517,20014010.0,MOTOR VEHICLE THEFT (NH ST,ASTLR) EET/HIGHWAY/ALLEYWAY,CHAPEL ST & KENSINGTON ST,20200327,1232,FRI,4.0,,,,
518,20013679.0,BURGLARY-BREAKING & ENTERING,RESIDENCE/HOME,14 ORCHARD ST,20200323,902,MON,5.0,,,,
519,20013685.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,CONGRESS AVE & VERNON ST,20200323,954,MON,5.0,,,,
520,20013832.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,38 STEVENS ST,20200325,1004,WED,5.0,,,,
521,20013795.0,ROBBERY,LIQUOR STORE,544 CONGRESS AVE,20200324,2025,TUE,5.0,,,,
522,20013668.0,BURGLARY-BREAKING & ENTERING,COMMERCIAL/OFFICE BLDG,45 NASH ST,20200323,316,MON,7.0,,,,
523,20013796.0,FIREARM DISCHARGE (WEAPON LAW,VSTIORLEAETI/OHNIG)HWAY/ALLEYWAY,246 SHEFFIELD AVE,20200324,2247,TUE,7.0,,,,
524,20013940.0,FIREARM DISCHARGE (WEAPON LAW,VSTIORLEAETI/OHNIG)HWAY/ALLEYWAY,240 DIVISION ST,20200326,1732,THU,7.0,,,,
525,20014065.0,FIREARM DISCHARGE (WEAPON LAW,VSTIORLEAETI/OHNIG)HWAY/ALLEYWAY,498 DIXWELL AVE,20200328,0,SAT,7.0,,,,
526,20013686.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,STATE ST & ELD ST,20200323,1015,MON,7.0,,,,
527,20013694.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,110 SHELDON TER,20200323,1218,MON,7.0,,,,
528,20014000.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,300 HUNTINGTON ST,20200327,1124,FRI,7.0,,,,
529,20014099.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,224 NEWHALL ST,20200328,958,SAT,7.0,,,,
530,20013774.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,200 SHELTON AVE,20200324,1402,TUE,7.0,,,,
531,20013977.0,ROBBERY WITH A FIREARM,RESIDENCE/HOME,122 FOSTER ST,20200326,2352,THU,7.0,,,,
532,20014062.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,EVERIT ST & E ROCK RD,20200328,8,SAT,7.0,,,,
533,20013985.0,FIREARM DISCHARGE (WEAPON L,SWTR VEIEOTL/HAITGIOHNW)AY/ALLEYWAY,CHATHAM ST & ATWATER ST,20200327,149,FRI,8.0,,,,
534,20013874.0,INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,WOLCOTT ST & LLOYD ST,20200325,1806,WED,8.0,,,,
535,20013833.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,"543 EAST STREET, 2",20200325,1021,WED,8.0,,,,
536,20013918.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,"51 BAILEY ST, 3E",20200326,958,THU,8.0,,,,
537,20013755.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,410 FERRY ST,20200324,1151,TUE,8.0,,,,
538,20014084.0,BURGLARY-BREAKING & ENTERING,COMMERCIAL/OFFICE BLDG,452 FORBES AVE,20200328,216,SAT,9.0,,,,
539,20013725.0,FIREARM DISCHARGE (WEAPON LAW,SVTIORELAET/IHOING)HWAY/ALLEYWAY,98 JACKSON LN,20200323,2015,MON,9.0,,,,
540,20013828.0,FIREARM DISCHARGE (WEAPON LAW,SVTIORELAET/IHOING)HWAY/ALLEYWAY,1311 QUINNIPIAC AVE,20200325,630,WED,9.0,,,,
541,20014160.0,FIREARM DISCHARGE (WEAPON LAW,SVTIORELAET/IHOING)HWAY/ALLEYWAY,89 RUSSELL ST,20200328,2325,SAT,9.0,,,,
542,20013899.0,FIREARM DISCHARGE (WEAPON LAW,SVTIORELAET/IHOING)HWAY/ALLEYWAY,270 FOXON BLVD,20200326,144,THU,9.0,,,,
543,20013689.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,1786 QUINNIPIAC AVE,20200323,1033,MON,9.0,,,,
544,20013759.0,MOTOR VEHICLE THEFT (NH STEAL),RESIDENCE/HOME,298 EASTERN ST,20200324,1307,TUE,9.0,,,,
545,20013797.0,MOTOR VEHICLE THEFT (NH STEAL),PARKING LOT / GARAGE,694 WOODWARD AVE,20200324,2058,TUE,9.0,,,,
546,20013712.0,ROBBERY WITH A FIREARM,DEPARTMENT/DISCOUNT STORE,472 FOXON BLVD,20200323,1654,MON,9.0,,,,
547,20013698.0,MURDER,RESTAURANT,75 WHALLEY AVE,20200323,1417,MON,10.0,,,,
548,20013782.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,BROWNELL ST & MAPLE S,20200324,1752,TUE,10.0,,,,
549,20014181.0,MOTOR VEHICLE THEFT (NH STEAL),CONVENIENCE STORE,SHERMAN AVE & WHALLE,2A0V20E0329,1405,SUN,10.0,,,,
550,20013790.0,ROBBERY,STREET/HIGHWAY/ALLEYWAY,135 ROYDON RD,20200324,1921,TUE,10.0,,,,
551,20013812.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,388 WHALLEY AVE,20200325,24,WED,10.0,,,,
552,20013991.0,ROBBERY WITH A FIREARM,STREET/HIGHWAY/ALLEYWAY,383 WHALLEY AVE,20200327,1019,FRI,10.0,,,,
553,20009795.0,BURGLARY-BREAKING & ENT,RREISNIGDENCE/HOME,"900 CHAPEL ST, APT101",20200226,1628,WED,1.0,,,,
554,20009849.0,BURGLARY-BREAKING & ENT,CRHINUGRCH/SYNAGOGUE /TEMPLE,783 GRAND AVE,20200226,1842,WED,1.0,,,,
555,20010082.0,BURGLARY-BREAKING & ENT,CROINGSTRUCTION SITE,"367 ORANGE ST, APT10",20200228,729,FRI,1.0,,,,
556,20009570.0,ROBBERY,DRUG STORE/DR`S OFFICE/HOSPIT,123 CHURCH ST,20200225,1126,TUE,1.0,,,,
557,20009357.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,25 MARLIN DR,20200224,924,MON,2.0,,,,
558,20009408.0,LARCENY-FROM VEHICLE,STREET/HIGHWAY/ALLEYWAY,95 LAKEVIEW TER,20200224,1235,MON,2.0,,,,
559,20009917.0,LARCENY-FROM VEHICLE,PARKING LOT / GARAGE,508 BLAKE ST,20200227,1017,THU,2.0,,,,
560,20010140.0,MOTOR VEHICLE THEFT (NH STEAL),STREET/HIGHWAY/ALLEYWAY,112 AMITY RD,20200228,1531,FRI,2.0,,,,
561,20010073.0,ROBBERY,HOTEL/MOTEL/ETC,"1605 WHALLEY AVE, 227",20200228,146,FRI,2.0,,,,
562,20009677.0,ROBBERY WITH A FIREARM,RESIDENCE/HOME,"154 FOUNTAIN ST, APT2F1",20200225,2129,TUE,2.0,,,,
