CHRG_DESC,PREM_DESC,ADDRESS,LAT_LONG,DATETIME,DOW,DISTRICT,CASE_NUMBER
BURGLARY,RESIDENCE/HOME,45 ADELINE ST,"41.2958095, -72.9412928",2019-08-07T12:53:00Z,WED,3,19031190
BURGLARY,RESIDENCE/HOME,141 FRANK ST,"41.2945453, -72.941412",2019-08-08T15:31:00Z,THU,3,19031379
LARCENY,STREET/HIGHWAY/ALLEYWAY,98 UNION AVE,"41.2973809, -72.927253",2019-08-08T10:25:00Z,THU,3,19031297
LARCENY,RESIDENCE/HOME,659 WASHINGTON AVE,"41.2936384, -72.93948189999999",2019-08-09T14:36:00Z,FRI,3,19031545
MOTOR VEHICLE THEFT,CONVENIENCE STORE,HOWARD AVE & 2ND ST,"41.2888898, -72.93174379999999",2019-08-08T20:48:00Z,THU,3,19031444
ROBBERY,STREET/HIGHWAY/ALLEYWAY,114 TRUMAN ST,"41.2926213, -72.94093529999999",2019-08-05T15:24:00Z,MON,3,19030876
ROBBERY,RESIDENCE/HOME,360 COLUMBUS AVE,"41.29718, -72.9360907",2019-08-07T06:06:00Z,WED,3,19031134
ROBBERY,STREET/HIGHWAY/ALLEYWAY,34 ARTHUR ST,"41.2917191, -72.9353328",2019-08-08T15:32:00Z,THU,3,19031388
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,88 YORK ST,"41.306121, -72.9340144",2019-08-10T04:20:00Z,SAT,4,19031643
BURGLARY,RESIDENCE/HOME,94 NORTON ST,"41.313705, -72.9483477",2019-08-05T19:08:00Z,MON,4,19030905
BURGLARY,RESIDENCE/HOME,161 GREENWOOD ST,"41.3089161, -72.943496",2019-08-10T16:08:00Z,SAT,4,19031689
MOTOR VEHICLE THEFT,RESIDENCE/HOME,10 BATTER TER,"41.310491, -72.946724",2019-08-06T18:42:00Z,TUE,4,19031079
ROBBERY,SPECIALITY STORE,1140 CHAPEL ST,"41.3084822, -72.93213279999999",2019-08-05T11:38:00Z,MON,4,19030808
ROBBERY,STREET/HIGHWAY/ALLEYWAY,88 YORK ST,"41.306121, -72.9340144",2019-08-09T23:04:00Z,FRI,4,19031610
LARCENY,PARKING LOT/GARAGE,35 PARK ST,"41.304827, -72.9359041",2019-08-07T22:01:00Z,WED,5,19031230
LARCENY,STREET/HIGHWAY/ALLEYWAY,65 STEVENS ST,"41.303678, -72.943473",2019-08-08T11:09:00Z,THU,5,19031301
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,ELLA T GRASSO BLVD & ORANGE,"41.297914, -72.948926",2019-08-08T14:02:00Z,THU,5,19031372
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,36 ORCHARD PL,"41.3184044, -72.9361646",2019-08-05T11:48:00Z,MON,6,19030794
BURGLARY,RESIDENCE/HOME,609 WINCHESTER AVE,"41.3282225, -72.92647029999999",2019-08-05T08:54:00Z,MON,7,19030759
BURGLARY,RESIDENCE/HOME,327 MUNSON ST,"41.3230722, -72.93615989999999",2019-08-06T09:54:00Z,TUE,7,19030994
BURGLARY,RESIDENCE/HOME,705 DIXWELL AVE,"41.3325401, -72.9348218",2019-08-11T23:03:00Z,SUN,7,19031876
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,445 HUNTINGTON ST,"41.3322841, -72.92863899999999",2019-08-06T21:58:00Z,TUE,7,19031111
LARCENY,STREET/HIGHWAY/ALLEYWAY,ORANGE ST & ENGLISH DR,"41.3270701, -72.90793339999999",2019-08-10T08:09:00Z,SAT,7,19031650
LARCENY,STREET/HIGHWAY/ALLEYWAY,ORANGE ST & MITCHELL DR,"41.3245609, -72.90986219999999",2019-08-10T08:26:00Z,SAT,7,19031651
LARCENY,STREET/HIGHWAY/ALLEYWAY,148 EVERIT ST,"41.3282574, -72.9133233",2019-08-08T09:39:00Z,THU,7,19031294
ROBBERY,SERVICE/GAS STATION,884 STATE ST,"41.3140315, -72.912785",2019-08-05T22:05:00Z,MON,7,19030922
ROBBERY,SERVICE/GAS STATION,141 WILLOW ST,"41.3207362, -72.9078285",2019-08-05T23:13:00Z,MON,7,19030929
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,LLOYD ST & GRAND AVE,"41.3086083, -72.9009746",2019-08-11T00:20:00Z,SUN,8,19031745
BURGLARY,RESIDENCE/HOME,106 EXCHANGE ST,"41.3076598, -72.89311239999999",2019-08-08T09:31:00Z,THU,8,19031280
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,LLOYD ST & CLAY ST,"41.3102826, -72.9012171",2019-08-10T22:39:00Z,SAT,8,19031744
ROBBERY,PARKING LOT/GARAGE,124 E PEARL ST,"41.3088696, -72.8919063",2019-08-05T02:23:00Z,MON,8,19030744
ROBBERY,RESIDENCE/HOME,63 LOMBARD ST,"41.3165309, -72.8890005",2019-08-11T04:12:00Z,SUN,8,19031768
ROBBERY,STREET/HIGHWAY/ALLEYWAY,564 FERRY ST,"41.3151156, -72.896991",2019-08-11T03:54:00Z,SUN,8,19031767
BURGLARY,STREET/HIGHWAY/ALLEYWAY,54 CONCORD ST,"41.2594771, -72.89186169999999",2019-08-07T14:06:00Z,WED,9,19031197
LARCENY,RESIDENCE/HOME,342 SUMMIT ST,"41.306442, -72.8813302",2019-08-05T12:56:00Z,MON,9,19030813
LARCENY,PARKING LOT/GARAGE,1425 QUINNIPIAC AVE,"41.3252506, -72.8709293",2019-08-05T07:20:00Z,MON,9,19030751
LARCENY,STREET/HIGHWAY/ALLEYWAY,194 WEYBOSSET ST,"41.331432, -72.8728941",2019-08-08T08:45:00Z,THU,9,19031283
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,185 QUINNIPIAC AVE,"41.2960091, -72.89153870000001",2019-08-05T16:40:00Z,MON,9,19030884
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,399 EASTERN ST,"41.31755, -72.8717403",2019-08-07T00:31:00Z,WED,9,19031125
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,320 QUINNIPIAC AVE,"41.299232, -72.89080799999999",2019-08-08T09:10:00Z,THU,9,19031286
ROBBERY,FIELD/WOODS,460 LEXINGTON AVE,"41.3102161, -72.8821423",2019-08-09T22:28:00Z,FRI,9,19031608
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,459 WINTHROP AVE,"41.3177892, -72.9441075",2019-08-06T20:03:00Z,TUE,10,19031100
BURGLARY,RESIDENCE/HOME,352 ELLSWORTH AVE,"41.31989069999999, -72.94709069999999",2019-08-07T17:35:00Z,WED,10,19031231
BURGLARY,RESIDENCE/HOME,18 HUDSON ST,"41.3171731, -72.941189",2019-08-10T18:18:00Z,SAT,10,19031434
BURGLARY,CONVENIENCE STORE,1464 ELLA T GRASSO BLVD,"41.3187164, -72.9492312",2019-08-10T23:34:00Z,SAT,10,19031647
ROBBERY,SERVICE/GAS STATION,1 WHALLEY AVE,"41.3132707, -72.9330461",2019-08-10T21:53:00Z,SAT,10,19031739
BURGLARY,CONVENIENCE STORE,72 ORANGE ST,"41.304629, -72.9251847",2019-08-14T07:42:00Z,WED,1,19032144
BURGLARY,SCHOOL-PRESCHOOL THRU 12TH,177 COLLEGE ST,"41.3054918, -72.929631",2019-08-15T10:09:00Z,THU,1,19032293
LARCENY,PARKING LOT/GARAGE,227 CHURCH ST,"41.3091579, -72.9230718",2019-08-13T10:44:00Z,TUE,1,19032012
LARCENY,PARKING LOT/GARAGE,100 CROWN ST,"41.3042355, -72.9260089",2019-08-15T13:33:00Z,THU,1,19032321
LARCENY,STREET/HIGHWAY/ALLEYWAY,CHURCH ST & WALL ST,"41.3094804, -72.9232416",2019-08-15T13:55:00Z,THU,1,19032322
LARCENY,PARKING LOT/GARAGE,35 ARTIZAN ST,"41.3061708, -72.9204252",2019-08-17T08:51:00Z,SAT,1,19032653
LARCENY,PARKING LOT/GARAGE,STATE ST & GEORGE ST,"41.3026116, -72.9244058",2019-08-17T16:46:00Z,SAT,1,19032711
MOTOR VEHICLE THEFT,RESIDENCE/HOME,24 LYON ST,"41.3087458, -72.9158017",2019-08-13T07:50:00Z,TUE,1,19032000
MOTOR VEHICLE THEFT,RESIDENCE/HOME,9 BROWN ST,"41.3014443, -72.9166881",2019-08-14T10:51:00Z,WED,1,19032159
BURGLARY,DEPARTMENT/DISCOUNT STORE,1330 WHALLEY AVE,"41.331467, -72.9739683",2019-08-14T03:01:00Z,WED,2,19032137
BURGLARY,RESIDENCE/HOME,111 FOWLER ST,"41.3350272, -72.9783807",2019-08-17T11:01:00Z,SAT,2,19032677
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,1A WADLEY ST,"41.3450673, -72.954622",2019-08-17T20:09:00Z,SAT,2,19032729
LARCENY,RESIDENCE/HOME,110 HEMLOCK RD,"41.3254936, -72.9741298",2019-08-13T08:31:00Z,TUE,2,19032002
LARCENY,RESIDENCE/HOME,110 WESTERLEIGH RD,"41.3323086, -72.97712829999999",2019-08-13T08:11:00Z,TUE,2,19032005
LARCENY,PARKING LOT/GARAGE,1289 WHALLEY AVE,"41.3312652, -72.9726712",2019-08-13T13:50:00Z,TUE,2,19032030
LARCENY,STREET/HIGHWAY/ALLEYWAY,56 VICTORY DR,"41.337658, -72.971304",2019-08-13T15:42:00Z,TUE,2,19032062
LARCENY,PARKING LOT/GARAGE,1914 CHAPEL ST,"41.31485199999999, -72.96239299999999",2019-08-13T17:34:00Z,TUE,2,19032086
LARCENY,PARKING LOT/GARAGE,1440 WHALLEY AVE,"41.33359069999999, -72.9769206",2019-08-14T15:51:00Z,WED,2,19032179
LARCENY,GOVERNMENT/PUBLIC BUILDING,85 ENGLEWOOD DR,"41.3264023, -72.98312539999999",2019-08-15T13:10:00Z,THU,2,19032315
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,1914 CHAPEL ST,"41.31485199999999, -72.96239299999999",2019-08-12T11:22:00Z,MON,2,19031913
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,148 S GENESEE ST,"41.3370938, -72.9740807",2019-08-13T21:42:00Z,TUE,2,19032109
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,46 WESTWOOD RD,"41.315866, -72.9613969",2019-08-16T04:03:00Z,FRI,2,19032412
MOTOR VEHICLE THEFT,HOTEL/MOTEL/ETC,45 POND LILY AVE,"41.3393378, -72.9754028",2019-08-18T09:26:00Z,SUN,2,19032800
ROBBERY,STREET/HIGHWAY/ALLEYWAY,MCKINLEY AVE & WILLARD ST,"41.324857, -72.9645755",2019-08-18T10:37:00Z,SUN,2,19032809
BURGLARY,RESIDENCE/HOME,411 HOWARD AVE,"41.29231679999999, -72.9324267",2019-08-14T00:21:00Z,WED,3,19032121
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,201 SPRING ST,"41.2938459, -72.9375902",2019-08-12T05:32:00Z,MON,3,19031883
LARCENY,PARKING LOT/GARAGE,31 LIBERTY ST,"41.2963505, -72.9295157",2019-08-12T04:53:00Z,MON,3,19031884
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,SPRING ST & HOWARD AVE,"41.2942168, -72.9332409",2019-08-14T09:32:00Z,WED,3,19032153
MOTOR VEHICLE THEFT,RESIDENCE/HOME,101 KIMBERLY AVE,"41.2896448, -72.9345268",2019-08-15T20:58:00Z,THU,3,19032382
BURGLARY,DRUG STORE/DRS OFFICE/HOSPITAL,1450 CHAPEL ST,"41.3105212, -72.9417689",2019-08-12T00:09:00Z,MON,4,19031875
BURGLARY,RESIDENCE/HOME,58 JUDSON AVE,"41.3079323, -72.95034749999999",2019-08-12T17:27:00Z,MON,4,19031961
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,105 BEERS ST,"41.3138159, -72.9410276",2019-08-16T22:45:00Z,FRI,4,19032613
LARCENY,PARKING LOT/GARAGE,1195 CHAPEL ST,"41.3092547, -72.9341211",2019-08-14T09:10:00Z,WED,4,19032150
ROBBERY,GROCERY/SUPERMARKET,794 GEORGE ST,"41.3105598, -72.94958559999999",2019-08-13T11:20:00Z,TUE,4,19032019
INTIMIDATION WITH A WEAPON,RESIDENCE/HOME,127 SYLVAN AVE,"41.3043104, -72.9441633",2019-08-12T11:09:00Z,MON,5,19031918
LARCENY,STREET/HIGHWAY/ALLEYWAY,672 CONGRESS AVE,"41.2997258, -72.94023109999999",2019-08-12T08:52:00Z,MON,5,19031901
MOTOR VEHICLE THEFT,RESIDENCE/HOME,31 GREENWOOD ST,"41.3050809, -72.9443264",2019-08-14T15:36:00Z,WED,5,19032183
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,DAVENPORT AVE & WINTHROP,"41.3005217, -72.9432034",2019-08-16T22:13:00Z,FRI,5,19032610
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,127 HENRY ST,"41.3210644, -72.9350699",2019-08-13T03:13:00Z,TUE,6,19031997
BURGLARY,RESIDENCE/HOME,272 MUNSON ST,"41.32229359999999, -72.933768",2019-08-12T15:59:00Z,MON,6,19031948
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,520 WINCHESTER AVE,"41.3264322, -72.92771619999999",2019-08-18T00:39:00Z,SUN,7,19032778
LARCENY,RESIDENCE/HOME,123 SHELDON TER,"41.330039, -72.92314809999999",2019-08-12T08:23:00Z,MON,7,19031893
LARCENY,RESIDENCE/HOME,104 SHELDON TER,"41.3295761, -72.92392099999999",2019-08-12T10:01:00Z,MON,7,19031908
LARCENY,RESIDENCE/HOME,215 SHEFFIELD AVE,"41.3295786, -72.9246247",2019-08-12T17:42:00Z,MON,7,19031965
LARCENY,STREET/HIGHWAY/ALLEYWAY,1050 STATE ST,"41.3169114, -72.9073439",2019-08-17T11:25:00Z,SAT,7,19032688
ROBBERY,STREET/HIGHWAY/ALLEYWAY,ORANGE ST & WILLOW ST,"41.3220536, -72.91175199999999",2019-08-18T07:00:00Z,SUN,7,19032788
AGGRAVATED ASSAULT,RESIDENCE/HOME,138 MONROE ST,"41.3136734, -72.901968",2019-08-18T12:01:00Z,SUN,8,19032827
BURGLARY,RESIDENCE/HOME,127 JAMES ST,"41.3060524, -72.9027005",2019-08-13T13:33:00Z,TUE,8,19032031
LARCENY,PARKING LOT/GARAGE,428 FRONT ST,"41.3186763, -72.88836239999999",2019-08-14T06:46:00Z,WED,8,19032141
MOTOR VEHICLE THEFT,OTHER/UNKNOWN,34 HOUSTON ST,"41.3049667, -72.89407680000001",2019-08-12T16:52:00Z,MON,8,19031946
ROBBERY,BANK,215 GRAND AVE,"41.3091967, -72.89571509999999",2019-08-12T09:35:00Z,MON,8,19031906
ROBBERY,STREET/HIGHWAY/ALLEYWAY,272 POPLAR ST,"41.3092019, -72.8973322",2019-08-16T02:30:00Z,FRI,8,19032409
ROBBERY,STREET/HIGHWAY/ALLEYWAY,132 WOLCOTT ST,"41.305954, -72.8997991",2019-08-18T22:59:00Z,SUN,8,19032884
BURGLARY,RESIDENCE/HOME,195 WEYBOSSET ST,"41.3311402, -72.8724787",2019-08-15T09:17:00Z,THU,9,19032288
LARCENY,STREET/HIGHWAY/ALLEYWAY,177 LEXINGTON AVE,"41.3026887, -72.8861393",2019-08-16T08:18:00Z,FRI,9,19032424
LARCENY,RESIDENCE/HOME,333 WEYBOSSET ST,"41.333882, -72.869248",2019-08-12T12:47:00Z,MON,9,19031922
LARCENY,PARKING LOT/GARAGE,35 EASTERN ST,"41.3083956, -72.8730094",2019-08-13T08:24:00Z,TUE,9,19032001
MOTOR VEHICLE THEFT,RESIDENCE/HOME,45 PALMIERI AVE,"41.3297336, -72.8698134",2019-08-12T09:08:00Z,MON,9,19031897
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,311 EASTERN ST,"41.3147498, -72.8712141",2019-08-14T15:29:00Z,WED,9,19032178
MOTOR VEHICLE THEFT,RESIDENCE/HOME,112 KENNY DR,"41.3248519, -72.8734281",2019-08-16T00:11:00Z,FRI,9,19032405
LARCENY,RESIDENCE/HOME,69 COLONY RD,"41.3242549, -72.9454338",2019-08-18T08:11:00Z,SUN,10,19032792
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,169 DIAMOND ST,"41.3292397, -72.9493111",2019-08-14T20:19:00Z,WED,10,19032247
ROBBERY,STREET/HIGHWAY/ALLEYWAY,614 WHALLEY AVE,"41.32159490000001, -72.9527991",2019-08-18T08:49:00Z,SUN,10,19032797
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,956 CHAPEL ST,"41.3067825, -72.92777559999999",2019-11-06T14:17:00Z,WED,1,19044845
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,CENTRAL AVE & CHAPEL ST,"41.315555, -72.9635315",2019-11-05T00:52:00Z,TUE,2,19044636
BURGLARY,ARENA/STADIUM/FAIRGROUNDS,45 YALE AVE,"41.3118578, -72.95729899999999",2019-11-05T07:14:00Z,TUE,2,19044647
BURGLARY,RESIDENCE/HOME,633 VALLEY ST,"41.3397763, -72.9738991",2019-11-08T10:04:00Z,FRI,2,19045138
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,19 LEVEL ST,"41.3436055, -72.96230229999999",2019-11-09T00:35:00Z,SAT,2,19045219
LARCENY,STREET/HIGHWAY/ALLEYWAY,595 CENTRAL AVE,"41.3253151, -72.96018049999999",2019-11-04T09:04:00Z,MON,2,19044519
LARCENY,RESIDENCE/HOME,184 FOUNTAIN ST,"41.3267587, -72.9656152",2019-11-08T08:44:00Z,FRI,2,19045099
BURGLARY,RESIDENCE/HOME,94 FRANK ST,"41.2953921, -72.9399894",2019-11-08T09:45:00Z,FRI,3,19045148
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,360 COLUMBUS AVE,"41.29718, -72.9360907",2019-11-06T17:07:00Z,WED,3,19044863
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,ARTHUR ST & LAMBERTON ST,"41.2909529, -72.9349694",2019-11-08T08:20:00Z,FRI,3,19045091
BURGLARY,RESIDENCE/HOME,98 NORTON ST,"41.3138015, -72.94829849999999",2019-11-09T18:09:00Z,SAT,4,19045309
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,9 JUDSON AVE,"41.3085058, -72.94868650000001",2019-11-06T22:53:00Z,WED,4,19044884
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,132 DERBY AVE,"41.3103848, -72.9506473",2019-11-10T23:38:00Z,SUN,4,19045467
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,309 WINTHROP AVE,"41.3125128, -72.9463565",2019-11-08T07:49:00Z,FRI,4,19045109
ROBBERY,RESIDENCE/HOME,59 JUDSON AVE,"41.3082016, -72.95048299999999",2019-11-09T00:37:00Z,SAT,4,19045244
AGGRAVATED ASSAULT,,72 KENSIGNTON ST,"41.3123569, -72.9395742",2019-11-10T14:28:00Z,SUN,4,19045416
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,52 ORCHARD ST,"41.3028303, -72.9422103",2019-11-06T07:20:00Z,WED,5,19044791
BURGLARY,RESIDENCE/HOME,53 DIXWELL AVE,"41.3145618, -72.9325377",2019-11-06T21:45:00Z,WED,6,19044887
LARCENY,STREET/HIGHWAY/ALLEYWAY,259 ASHMUN ST,"41.3197694, -72.929876",2019-11-06T10:33:00Z,WED,6,19044814
BURGLARY,RESIDENCE/HOME,240 LIVINGSTON ST,"41.3258903, -72.912789",2019-11-04T09:29:00Z,MON,7,19044524
BURGLARY,RESIDENCE/HOME,41 PLEASANT ST,"41.314979, -72.915027",2019-11-07T08:23:00Z,THU,7,19044910
LARCENY,RESIDENCE/HOME,407 DIXWELL AVE,"41.3240716, -72.9348449",2019-11-04T08:33:00Z,MON,7,19058826
LARCENY,STREET/HIGHWAY/ALLEYWAY,235 BISHOP ST,"41.318608, -72.9183493",2019-11-05T07:25:00Z,TUE,7,19044659
LARCENY,STREET/HIGHWAY/ALLEYWAY,140 EDWARDS ST,"41.3177015, -72.9141502",2019-11-06T09:23:00Z,WED,7,19044805
LARCENY,STREET/HIGHWAY/ALLEYWAY,314 SHELTON AVE,"41.3315058, -72.9316912",2019-11-06T11:22:00Z,WED,7,19044821
LARCENY,PARKING LOT/GARAGE,35 ELD ST,"41.3137721, -72.9171034",2019-11-07T08:16:00Z,THU,7,19044920
LARCENY,RESIDENCE/HOME,9 EVERIT ST,"41.3243935, -72.91433479999999",2019-11-07T12:35:00Z,THU,7,19044976
LARCENY,STREET/HIGHWAY/ALLEYWAY,2 ELD ST,"41.3120922, -72.9153312",2019-11-08T09:47:00Z,FRI,7,19045132
LARCENY,STREET/HIGHWAY/ALLEYWAY,PINE ST & CLINTON AVE,"41.3128857, -72.8913153",2019-11-08T05:40:00Z,FRI,8,19045083
ROBBERY,RESIDENCE/HOME,66 CHATHAM ST,"41.3150282, -72.8898659",2019-11-08T03:20:00Z,FRI,8,19045077
ROBBERY,STREET/HIGHWAY/ALLEYWAY,25 FILLMORE ST,"41.3096475, -72.8980455",2019-11-05T21:30:00Z,TUE,8,19044768
MOTOR VEHICLE THEFT,RESIDENCE/HOME,61 PARDEE ST,"41.2989291, -72.8912412",2019-11-06T08:13:00Z,WED,9,19044792
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,315 FOXON BLVD,"41.3202225, -72.8773938",2019-11-10T12:41:00Z,SUN,9,19045403
ROBBERY,SERVICE/GAS STATION,401 FORBES AVE,"41.2901952, -72.8946306",2019-11-09T02:32:00Z,SAT,9,19045253
ROBBERY,PARKING LOT/GARAGE,631 MIDDLETOWN AVE,"41.332389, -72.8724349",2019-11-09T02:10:00Z,SAT,9,19045254
LARCENY,RESIDENCE/HOME,216 COLONY RD,"41.3280316, -72.94372659999999",2019-11-05T05:42:00Z,TUE,10,19044644
LARCENY,STREET/HIGHWAY/ALLEYWAY,1555 ELLA T GRASSO BLVD,"41.321496, -72.94892899999999",2019-11-05T10:06:00Z,TUE,10,19044662
LARCENY,STREET/HIGHWAY/ALLEYWAY,480 SHERMAN PKY,"41.3229465, -72.93919629999999",2019-11-09T16:56:00Z,SAT,10,19045308
MOTOR VEHICLE THEFT,RESIDENCE/HOME,241 ELLSWORTH AVE,"41.3174842, -72.9477406",2019-11-04T11:32:00Z,MON,10,19044535
BURGLARY,RESTAURANT,32 ORANGE ST,"41.3037916, -72.9255579",2019-07-03T11:02:00Z,WED,1,19025754
LARCENY,STREET/HIGHWAY/ALLEYWAY,265 SAINT JOHN ST,"41.3069686, -72.9171957",2019-07-02T13:08:00Z,TUE,1,19025603
ROBBERY,STREET/HIGHWAY/ALLEYWAY,400 BLAKE ST,"41.3283587, -72.956985",2019-07-03T23:30:00Z,WED,2,19025855
FIREARM DISCHARGE,,51 LODGE ST,"41.34412, -72.9627874",2019-07-03T23:05:00Z,WED,2,19025854
AGGRAVATED ASSAULT,STREET/HIGHWAY/ALLEYWAY,137 PUTNAM ST,"41.2958563, -72.93247099999999",2019-07-05T23:56:00Z,FRI,3,19026168
FIREARM DISCHARGE,RESIDENCE/HOME,42 BUTTON ST,"41.292046, -72.936529",2019-07-05T21:37:00Z,FRI,3,19026165
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,LONG WHARF DR & CANAL DOCK,"41.2956092, -72.91673759999999",2019-07-01T18:04:00Z,MON,3,19025478
LARCENY,STREET/HIGHWAY/ALLEYWAY,70 SEA ST,"41.282785, -72.92900809999999",2019-07-03T09:42:00Z,WED,3,19025743
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,GREENWICH AVE & KIMBERLY AV,"41.2906274, -72.9336824",2019-07-04T10:41:00Z,THU,3,19025899
AGGRAVATED ASSAULT,OTHER/UNKNOWN,1450 CHAPEL ST,"41.3105212, -72.9417689",2019-07-04T17:54:00Z,THU,4,19025933
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,88 KENSINGTON ST,"41.3127548, -72.93943580000001",2019-07-05T20:56:00Z,FRI,4,19026164
LARCENY,STREET/HIGHWAY/ALLEYWAY,HOWE ST & ELM ST,"41.3119622, -72.93349979999999",2019-07-03T08:34:00Z,WED,4,19025717
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,42 HOWE ST,"41.308417, -72.9363923",2019-07-03T23:02:00Z,WED,4,19025859
AGGRAVATED ASSAULT,RESIDENCE/HOME,16 VINE ST,"41.3049896, -72.94372659999999",2019-07-07T16:39:00Z,SUN,5,19026399
INTIMIDATION WITH A WEAPON,STREET/HIGHWAY/ALLEYWAY,35 PARK ST,"41.304827, -72.9359041",2019-07-03T10:12:00Z,WED,5,19025737
ROBBERY,CONVENIENCE STORE,545 CONGRESS AVE,"41.300655, -72.9376424",2019-07-03T12:26:00Z,WED,5,19025757
ROBBERY,STREET/HIGHWAY/ALLEYWAY,CONGRESS AVE & HOWARD AVE,"41.3013437, -72.93528359999999",2019-07-06T10:46:00Z,SAT,5,19026213
BURGLARY,RESIDENCE/HOME,550 DIXWELL AVE,"41.3279171, -72.9354678",2019-07-01T08:37:00Z,MON,7,19025416
LARCENY,STREET/HIGHWAY/ALLEYWAY,20 ELD ST,"41.312933, -72.91659589999999",2019-07-01T15:14:00Z,MON,7,19025467
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,99 AVON ST,"41.3212769, -72.91387340000001",2019-07-01T09:51:00Z,MON,7,19025413
AGGRAVATED ASSAULT,RESIDENCE/HOME,384 FRONT ST,"41.3177934, -72.8875151",2019-07-04T20:19:00Z,THU,8,19025952
FIREARM DISCHARGE,PARKING LOT/GARAGE,215 CHATHAM ST,"41.3142427, -72.896091",2019-07-04T01:08:00Z,THU,8,19025863
FIREARM DISCHARGE,STREET/HIGHWAY/ALLEYWAY,LOMBARD ST & ATWATER ST,"41.3155984, -72.89372519999999",2019-07-06T23:28:00Z,SAT,8,19026300
INTIMIDATION WITH A WEAPON,PARKING LOT/GARAGE,215 CHATHAM ST,"41.3142427, -72.896091",2019-07-04T01:08:00Z,THU,8,19025863
MOTOR VEHICLE THEFT,STREET/HIGHWAY/ALLEYWAY,GRAND AVE & FERRY ST,"41.30901060000001, -72.8954619",2019-07-07T01:16:00Z,SUN,8,19026309
ROBBERY,PARKING LOT/GARAGE,291 FERRY ST,"41.3078564, -72.8949678",2019-07-03T03:13:00Z,WED,8,19025705
ROBBERY,GROCERY/SUPERMARKET,ROWE ST & GRAFTON ST,"41.313357, -72.89487799999999",2019-07-06T03:33:00Z,SAT,8,19026193
ROBBERY,STREET/HIGHWAY/ALLEYWAY,GRAND AVE & FERRY ST,"41.30901060000001, -72.8954619",2019-07-07T01:16:00Z,SUN,8,19026309
BURGLARY,INDUSTRIAL SITE,132 MAIN ST ANX,"41.2869309, -72.8886982",2019-07-01T00:39:00Z,MON,9,19025382
LARCENY,RESIDENCE/HOME,4 ELMER ST,"41.2669133, -72.89338459999999",2019-07-01T10:05:00Z,MON,9,19025409
MOTOR VEHICLE THEFT,PARKING LOT/GARAGE,471 WHALLEY AVE,"41.3197749, -72.9483724",2019-07-05T06:46:00Z,FRI,10,19026008
MURDER,RESIDENCE/HOME,672 ELM ST,"41.3152048, -72.94377279999999",2019-07-03T01:39:00Z,WED,10,19025702
LARCENY,PARKING LOT/GARAGE,MUNSON ST & SHERMAN PKY,"41.3229723, -72.93781849999999",2019-07-03T16:19:00Z,WED,10,19025789
BURGLARY,BAR/NIGHT CLUB,152 TEMPLE ST,"41.30591039999999, -72.9278777",2020-02-16T12:35:00Z,SUN,1,20008117
